"time","ee_target-X_POS","ee_target-Y_POS","ee_target-Z_POS","ee_target-X_ROT","ee_target-Y_ROT","ee_target-Z_ROT","ee_target-W_ROT"
2.9,0.561181123024099,0.389244200552357,0.178090731067572,0.958084536749412,-0.181543122869903,0.014591666005157,-0.221140675280472
3,0.560846688998656,0.378616699336824,0.178716204427449,0.960129919850926,-0.181877863812814,0.020555655138022,-0.211301785850919
3.1,0.560501147862032,0.369873737601788,0.17924431001853,0.961736253314276,-0.182200290338309,0.025565934543511,-0.20300939941927
3.2,0.560006965658082,0.359517312954061,0.17988623104046,0.963542308936178,-0.182638262869254,0.031626515943752,-0.192948820455837
3.3,0.559426764899771,0.349307410199214,0.180537026908768,0.96521169761049,-0.183130686172109,0.037739507622647,-0.182771059367749
3.4,0.558761333927618,0.339243084829111,0.181196629431229,0.966740142817894,-0.183676193734138,0.043904554962353,-0.172478816593037
3.5,0.55801146108214,0.329323392335613,0.18186497041562,0.968123409286119,-0.184273378283856,0.050121178122013,-0.162074840588346
3.6,0.557177934703857,0.319547388210584,0.182541981669716,0.96935730684848,-0.184920793939046,0.056388771840377,-0.151561928064899
3.7,0.556261543133286,0.309914127945884,0.183227595001294,0.970437694320789,-0.18561695833893,0.062706605349713,-0.140942924135513
3.8,0.555088738967457,0.298854476609793,0.184038258316036,0.971498675559122,-0.186488737858262,0.070139759329463,-0.128423861490415
3.9,0.553995510592873,0.289527254521503,0.184742275544944,0.972232508620222,-0.187285278429485,0.076563341104691,-0.117584984009468
4,0.552618555634476,0.278822061258985,0.185574223333883,0.972878243051019,-0.188269869272102,0.084116961246915,-0.104817543153866
4.1,0.551352191276646,0.269796443406126,0.186296324335513,0.973246935652969,-0.189159353240509,0.090640998872219,-0.093772867329435
4.2,0.549775403149909,0.259440535286039,0.187149183119941,0.973456127919697,-0.190247920025811,0.098308171465289,-0.080773754181624
4.3,0.548092800912975,0.249270561146906,0.188013146975847,0.973421732765072,-0.191388711174615,0.106033108847127,-0.067657011785749
4.4,0.546567299958747,0.240700291818832,0.188762444070894,0.973193986729283,-0.192406064406918,0.112698451484448,-0.056324325174942
4.5,0.544691507052284,0.230871644466524,0.18964674433966,0.972691984492382,-0.193636695082519,0.120523445203148,-0.043002706637539
4.6,0.542713476765754,0.221224645826769,0.190541840289258,0.971930280757319,-0.194911792549378,0.128398015524883,-0.029578236618477
4.7,0.540329287974186,0.210420007521094,0.191577887379731,0.970734937818214,-0.1964199412363,0.13745399460979,-0.014116888807686
4.8,0.53813639301945,0.201157205627617,0.192495752292137,0.969399027545031,-0.197780969073741,0.145423428259476,-0.000490081892911
4.9,0.535845195087789,0.192071338651449,0.193424072555663,0.967787285879195,-0.199177690952096,0.153431355621739,0.01322255004331
5,0.533107918052571,0.181902221681414,0.194497673560369,0.965601467747552,-0.200814030536943,0.162625308179796,0.028992063788333
5.1,0.530245749028026,0.171960005564939,0.195584627457334,0.963042435289119,-0.202489079838067,0.171858095176378,0.044857948025779
5.2,0.527640369685714,0.163444936048509,0.196546538590452,0.960492090391548,-0.203983177920506,0.179963461122433,0.058812924443189
5.3,0.524549064801159,0.153922124674913,0.197658093487862,0.957216327841614,-0.205719414639195,0.189251012820594,0.074836343445558
5.4,0.520928576608491,0.143472373995835,0.198923990093516,0.953063944701909,-0.207704234353947,0.199721804738562,0.092947668355091
5.5,0.517585526216699,0.13441537295256,0.200062739151247,0.948951866585086,-0.209491928565894,0.209040628133384,0.10911233917401
5.6,0.514126927130612,0.125574078592326,0.201214032897101,0.9444384462385,-0.211297323280051,0.21836202732687,0.125329515530035
5.7,0.510100213059558,0.115882671720809,0.202524031921936,0.938875657658063,-0.213344422785714,0.228841485101745,0.1436253160825
5.8,0.506402277529947,0.107492320433173,0.203701446431991,0.933495321976999,-0.215173813100313,0.238140849024385,0.159923888237109
5.9,0.5021110564268,0.098302537792251,0.205040420742537,0.926947880595015,-0.2172376511044,0.248573611601895,0.178287939071164
6,0.497683645349041,0.089373716443296,0.206394402473132,0.919872738236724,-0.219302204735594,0.258963248626992,0.196669073083526
6.1,0.493122704945919,0.080702668671344,0.207763161475019,0.912266430498461,-0.221361984335415,0.269296515990842,0.215053988923428
6.2,0.488430895866684,0.072286206761429,0.209146467599441,0.904126266756375,-0.223411633565505,0.279559814509235,0.233429316625686
6.3,0.483067522803232,0.063229293626188,0.210700255919497,0.894453227142397,-0.225670810287297,0.29086446894941,0.253818774998233
6.4,0.4781081728485,0.055339822459828,0.21211351683879,0.885180766121031,-0.227682164386631,0.300933961410243,0.27212973777142
6.5,0.472454119898549,0.046860561830441,0.2137000184172,0.874248094305947,-0.229886551198396,0.311987667553662,0.292414326726569
6.6,0.466652369635351,0.038678988387568,0.215303279728131,0.862653263153869,-0.232052723241607,0.322880085917656,0.312616908250247
6.7,0.46070657178353,0.03079072940835,0.216922985066844,0.850398480020428,-0.234174609761899,0.333590666881498,0.332719017026928
6.8,0.454620376067705,0.023191412169926,0.218558818728597,0.837487237687884,-0.236246470440577,0.344098618539686,0.352702243589926
6.9,0.448397432212498,0.015876663949437,0.220210465008649,0.823924322277929,-0.238262914778428,0.354382965072552,0.372548263539813
7,0.44139860581712,0.008153899277881,0.222045162697233,0.808259732894249,-0.240411014849239,0.365412297283151,0.394198682284866
7.1,0.434900370722854,0.001422512782148,0.22372898785678,0.793349657469749,-0.242295197169292,0.375158318959545,0.413697466920906
7.2,0.42760757637158,-0.005669160031473,0.22559831657096,0.776222932985412,-0.244287129900413,0.385544165025227,0.434922353170706
7.3,0.42016786467218,-0.012438726510964,0.227485174141788,0.758349170111096,-0.246189718150547,0.395552078226987,0.455890022131522
7.4,0.412586093408124,-0.018892006750452,0.229389140366252,0.739743766224177,-0.247998592389941,0.405154193418752,0.476577315931297
7.5,0.404867120362884,-0.025034820844063,0.231309795041344,0.720423967645924,-0.249710031951492,0.41432294944274,0.496961467670441
7.6,0.39701580331993,-0.030872988885922,0.233246717964052,0.70040884072879,-0.251320980205081,0.423031191948884,0.517020146005952
7.7,0.389037000062735,-0.036412330970157,0.235199488931366,0.679719236709896,-0.252829056822737,0.431252275909484,0.536731498792024
7.8,0.380935568374768,-0.041658667190894,0.237167687740275,0.658377750417496,-0.254232567038833,0.438960167370211,0.556074195655902
7.9,0.372716366039501,-0.046617817642257,0.239150894187771,0.636408672947399,-0.255530507825365,0.44612954397266,0.575027469398279
8,0.364384250840404,-0.051295602418374,0.241148688070841,0.613837938456133,-0.256722570919053,0.452735893780542,0.593571156118094
8.1,0.355171602137901,-0.056084582904557,0.243344242727424,0.58856150813781,-0.257902722765193,0.459272980368259,0.613310578934118
8.2,0.346619093870939,-0.06019286471345,0.245371179766059,0.564823470226083,-0.25887546568138,0.464626994308973,0.630935572708833
8.3,0.337968687707241,-0.06403777022894,0.247411405430965,0.540573660712257,-0.259745750744875,0.46934836278493,0.64809287657344
8.4,0.328425937005823,-0.067938671973733,0.249651768017451,0.513573268170705,-0.260581252440551,0.47375369000563,0.666256219710574
8.5,0.319586532705452,-0.071251688684037,0.251718421145739,0.488358257733606,-0.261246153855663,0.477088407518163,0.682380620043391
8.6,0.309849186444522,-0.074586227118256,0.25398661164543,0.46038591210552,-0.261866014383851,0.479937690418719,0.69937887854941
8.7,0.300842021755051,-0.077392799897693,0.256077855151212,0.434356783096491,-0.262342381342488,0.481809446700225,0.714402069565902
8.8,0.291762131319557,-0.07996615505329,0.258180209867665,0.407994588433805,-0.262736179429081,0.48295841230155,0.728876730191673
8.9,0.281779561055505,-0.082514306788941,0.2604858662678,0.378900297608745,-0.263078327983429,0.483372439066242,0.744026506899183
9,0.272563305162103,-0.084618832175709,0.262610095669565,0.351964483006214,-0.263318559146355,0.482970513837544,0.757313555850385
9.1,0.262443556806282,-0.086669412276811,0.264938613315919,0.322337244790046,-0.263508783198364,0.481668190160134,0.77114043882184
9.2,0.253112173202545,-0.088330552769071,0.267082880317106,0.294999444087391,-0.263625160216981,0.479674332326544,0.783191954629123
9.3,0.243733236003497,-0.089788634307053,0.269236081113366,0.26753158169237,-0.263694045746994,0.476909213718012,0.794638222655838
9.4,0.234311602992609,-0.091049476984882,0.271397795501686,0.239974454466598,-0.263723593320501,0.473368849110573,0.805471327994556
9.5,0.223990471662157,-0.092206830557919,0.273765245334204,0.209858589657611,-0.263720970179138,0.468619954249884,0.816581876307287
9.6,0.214495263055748,-0.093074071790996,0.27594340302347,0.182247714653083,-0.263696131593882,0.463453709968791,0.826111844366315
9.7,0.204972373604592,-0.093762063545765,0.278128775495493,0.154674916659797,-0.263659220903386,0.457511360237773,0.835010682950995
9.8,0.194557905210861,-0.094315005654757,0.28052055285995,0.12468737224559,-0.263616163560395,0.450147752972868,0.843994418231345
9.9,0.184992835095376,-0.094647010126811,0.282719652940736,0.097327229660289,-0.263584389039261,0.442595911477455,0.851562997883829
10,0.175415099102235,-0.094817754502402,0.284924668994973,0.070131957745738,-0.263569914259312,0.434284461511024,0.858492524888929
10.1,0.165829555014912,-0.094833058875656,0.287135180819652,0.043141953145912,-0.263582464952714,0.425222390649897,0.86478261692647
10.2,0.156241060616875,-0.094698743340698,0.289350768211761,0.016397138018897,-0.263631794461911,0.41542042274926,0.870433962559141
10.3,0.145783228262057,-0.094388415354064,0.291773067540983,-0.012453162510814,-0.263738989074903,0.40389815675695,0.875872675309354
10.4,0.136204262498126,-0.093960065273866,0.293997909637084,-0.038558926104443,-0.263896586099667,0.392591206072558,0.88019540215631
10.5,0.126637361390575,-0.093400084667301,0.29622652849131,-0.064300109414347,-0.264120762192413,0.380588021114834,0.883888271837621
10.6,0.117087382722875,-0.092714293628495,0.298458503900652,-0.08963968798838,-0.264420878293643,0.367905945730834,0.886956335202396
10.7,0.107559184278495,-0.091908512251574,0.3006934156621,-0.114541559803571,-0.264806076828797,0.354563790129478,0.889405695664991
10.8,0.097195334399541,-0.090899468475965,0.30313435635527,-0.141166813946745,-0.265333752069965,0.339279669702293,0.891380522773132
10.9,0.087728373887703,-0.089861605291277,0.305374049915938,-0.165041300833908,-0.265925166276838,0.324624181245892,0.892560539072909
11,0.078298208566279,-0.088721741150319,0.307615381019405,-0.188373103798226,-0.26662803728118,0.309375222322334,0.893147264069042
11.1,0.068909696218739,-0.087485696147215,0.309857929462663,-0.211130623611242,-0.267450130078956,0.293556796677986,0.893150992172341
11.2,0.058720895962599,-0.086034428479275,0.312305240555002,-0.235266415961099,-0.268491512661147,0.275680320639189,0.89250343526623
11.3,0.049435173662415,-0.084616085118161,0.314548976499002,-0.256726626063872,-0.269585943463182,0.258753259431444,0.891325759355428
11.4,0.039370092229338,-0.082979825536566,0.316996580999849,-0.279379748303137,-0.270939953122146,0.239730538408676,0.889419904766321
11.5,0.030208397724081,-0.081404628691761,0.319239667358703,-0.299422110787784,-0.272333938369211,0.22181245040126,0.887118854737453
11.6,0.020290203565963,-0.079611135241223,0.32168556117436,-0.320467953015799,-0.274027377824025,0.201775468265935,0.884022594563519
11.7,0.011273774603204,-0.077904529787047,0.32392616086218,-0.33898469413631,-0.275742655878915,0.18299022519972,0.880664489094179
11.8,0.001525636171942,-0.075981560512278,0.326368339898952,-0.358312847809105,-0.277795951890613,0.162076703895477,0.876454479287142
11.9,-0.008124580226219,-0.074002057895169,0.32880778521427,-0.37670583896966,-0.280042755047239,0.140761790236911,0.871696555368333
12,-0.017670567867134,-0.07197357800082,0.331243951270343,-0.394139662214053,-0.282485601924809,0.119084220531595,0.866414888950642
12.1,-0.027106020026656,-0.069903676894334,0.333676292529378,-0.410592397453302,-0.285125885286457,0.097082819564414,0.860634672110407
12.2,-0.03642462998064,-0.067799910640811,0.336104263453581,-0.426044199565772,-0.287963804135306,0.074796335895409,0.854382054856552
12.3,-0.046380622924362,-0.065491378320495,0.338729000761758,-0.441633543596013,-0.291260001248477,0.050375593279662,0.847106678314654
12.4,-0.05543555564516,-0.063341328289184,0.341146114660418,-0.454945285273734,-0.294504812193099,0.027618410314001,0.839957693228675
12.5,-0.065091071246655,-0.061000419396214,0.343757807640412,-0.468181845313248,-0.298234531320296,0.00277660036054,0.831777743473389
12.6,-0.074578619364436,-0.058656715498565,0.346361703841827,-0.480172243502097,-0.302180823349656,-0.02221541234891,0.823181536493655
12.7,-0.083890181553506,-0.05631982346836,0.348957109661347,-0.490904374264171,-0.306335061657185,-0.047312083369646,0.814207155516957
12.8,-0.093017739368874,-0.053999350177722,0.351543331495655,-0.500368660729284,-0.310686574498739,-0.07246926235259,0.804893323242461
12.9,-0.102632439670917,-0.051529759988926,0.35431742704775,-0.50913494975506,-0.315578727856667,-0.099580489128036,0.79452841084967
13,-0.111352213489445,-0.049274083671863,0.356882358203953,-0.515945903074359,-0.320296612022438,-0.12472933950847,0.784635263860548
13.1,-0.121153677836063,-0.046729125266395,0.3598277859823,-0.522211104469866,-0.325926597685235,-0.153664508227548,0.772951896433973
13.2,-0.130040186010444,-0.044422078235713,0.362562316777135,-0.52651809853782,-0.331335516503094,-0.180543513308321,0.761839554773861
13.3,-0.139269596558812,-0.042037313418499,0.36547559074674,-0.529485322271838,-0.337263284679543,-0.209156774796441,0.749768106725409
13.4,-0.148767950117326,-0.039609112092842,0.368563003030836,-0.530779337405227,-0.343694224353363,-0.239412758719822,0.736769371032735
13.5,-0.157894142206787,-0.037317723462503,0.371628421437974,-0.530153812618759,-0.350184670130755,-0.269343264479863,0.723713919757343
13.6,-0.167166221603844,-0.035053062770348,0.374859883334573,-0.527403830773222,-0.357079785519504,-0.300734625641158,0.709857669536329
13.7,-0.176487462269876,-0.032869444079577,0.37825105354702,-0.522176189369726,-0.364293396058311,-0.333458053448202,0.695289921855732
13.8,-0.185277378026996,-0.030931233828848,0.381609171053801,-0.514599539863387,-0.371315668851183,-0.365602928501896,0.680915917209186
13.9,-0.194394903533366,-0.029096508778042,0.385299407810046,-0.503473764699202,-0.378754397096474,-0.400590852041646,0.665271556734728
14,-0.203601352947029,-0.027506359800415,0.38930589778249,-0.488015513836758,-0.386294072762853,-0.438141380499634,0.648575268027396
14.1,-0.212617310114088,-0.026336188836166,0.393609729778634,-0.46741268624939,-0.393459714301491,-0.477940356675136,0.631100506588421
14.2,-0.221417605486441,-0.025797142110023,0.398362827944044,-0.439742373524073,-0.399755023761727,-0.521222764625164,0.612494404497851
14.3,-0.229678808514821,-0.026300760365975,0.403696495458696,-0.402403037401773,-0.403955258524069,-0.568948985238034,0.592612012025736
14.4,-0.236964941931461,-0.028738505127503,0.410041060501582,-0.349122730700611,-0.403325981742726,-0.62459065212931,0.570375305068599
14.5,-0.242609718895316,-0.031727897143724,0.418014202984399,-0.292716106639227,-0.39575609211005,-0.674871747121243,0.549765878724094
14.6,-0.247161230642268,-0.033294080167019,0.427256438344908,-0.248290340761132,-0.385283349359609,-0.709707066143293,0.534999558557988
14.7,-0.250784926651535,-0.03390274310282,0.43665897057119,-0.213778898367052,-0.374506491867599,-0.73338453525496,0.525538384526631
14.8,-0.253805863844648,-0.033910300664965,0.446041529730063,-0.1856735117779,-0.364147899330786,-0.750086705116679,0.519895748438321
14.9,-0.256484088608474,-0.033485891763243,0.455646961508265,-0.161306640230126,-0.354152700948,-0.762353177642198,0.517081874336888
15,-0.258855093401768,-0.032731733432513,0.465244189874515,-0.140190845794228,-0.344865652255592,-0.771022489566173,0.516660942236787
15.1,-0.261120209344446,-0.031642722007127,0.475443264548735,-0.120433471114181,-0.335799327845933,-0.777189508317759,0.518373474065185
15.2,-0.263121938051452,-0.030350287201092,0.485349021392128,-0.103319743865492,-0.327794794713463,-0.780744261905267,0.521837139908927
15.3,-0.264885539154385,-0.028931355630421,0.494809245901385,-0.08851481716019,-0.320882311255016,-0.782254346496483,0.526571749008716
15.4,-0.266584414978204,-0.027295634202998,0.504601894146595,-0.074495990368908,-0.314468020203208,-0.782131471848931,0.532757517480378
15.5,-0.268221953715924,-0.025450137567949,0.51469687380186,-0.061207598536969,-0.308627227874321,-0.780405437541496,0.540342684924684
15.6,-0.269660249970149,-0.02359627965195,0.524111159869837,-0.049714947515207,-0.303867436395378,-0.777463903944808,0.548400294634275
15.7,-0.271190099170381,-0.021369781770166,0.534699755510398,-0.037669488703939,-0.299282130268382,-0.7727328807174,0.558475703304084
15.8,-0.272536108892101,-0.019181179896822,0.544512930957488,-0.027217817552363,-0.295734539661865,-0.767080302407902,0.568672209727601
15.9,-0.273713244845359,-0.017081983744051,0.553477875847204,-0.018183509941625,-0.29306265929259,-0.760895259054929,0.578638092802652
16,-0.274985430506474,-0.014610545087156,0.563566037731333,-0.008522774857224,-0.290680767359298,-0.752803476500119,0.590524325972671
16.1,-0.276100260131672,-0.012265357284866,0.572741742402796,-0.000136469286231,-0.289065194758669,-0.74442146444281,0.601895321324305
16.2,-0.277307811346593,-0.00953010730148,0.583023272920437,0.008874977554848,-0.287848785957473,-0.733882623682073,0.615207774539405
16.3,-0.278368605296702,-0.006956050761024,0.592336281350473,0.016740539566644,-0.287260737435972,-0.723290183450196,0.627735878843436
16.4,-0.27952071167984,-0.003976014908206,0.602729562698097,0.025244211516746,-0.287146128753341,-0.71028429383226,0.642188486709373
16.5,-0.28053574060783,-0.001190212540939,0.612106418863531,0.032716782178931,-0.287499887115789,-0.697460767341142,0.655608042272341
16.6,-0.281531978077348,0.001689914063322,0.621487880302741,0.040048186884392,-0.288253664764402,-0.68357308169839,0.669353277017848
16.7,-0.282511279830475,0.004660522921695,0.630857465193353,0.047267620817234,-0.289369797996709,-0.668617349232584,0.68336061661089
16.8,-0.283475501609288,0.007717772051301,0.640198691712992,0.054404499012526,-0.290804909103313,-0.652590834090164,0.697565666149155
16.9,-0.284531429849953,0.01121165774229,0.650524525994502,0.062273587201252,-0.292713877040364,-0.633526417303947,0.713501832585672
17,-0.285469910292786,0.014439197229116,0.659751759351327,0.069333734017914,-0.294655126884935,-0.61523811701889,0.727910192877258
17.1,-0.286399084181108,0.017741424151548,0.668899357556459,0.076404128473565,-0.296745692248564,-0.595882756993534,0.742312699070884
17.2,-0.287320807256997,0.021114496526708,0.677950838787524,0.083514893920573,-0.298920664396697,-0.575467063650481,0.756643481134653
17.3,-0.28833846249909,0.024940772147842,0.687875263892914,0.091499783270892,-0.301351654134528,-0.551551895624534,0.772402405903002
17.4,-0.289250550247415,0.028450790263375,0.696669706021298,0.098794791742061,-0.303471564837146,-0.528936014919651,0.786365875773393
17.5,-0.290262094377196,0.032419715089728,0.706267723221947,0.107058785945426,-0.305653362925556,-0.502617649426607,0.801554699673742
17.6,-0.291274113251438,0.036456076641062,0.715661164014251,0.115528911372509,-0.307544327593352,-0.475079327310334,0.816314394069219
17.7,-0.292289152469702,0.040554604707664,0.724827419588369,0.124245298702239,-0.309028593871319,-0.44636236963105,0.830557083467271
17.8,-0.293309757631547,0.044710029079824,0.733743881134459,0.133247248963988,-0.309986998642101,-0.416516905202269,0.844196007451537
17.9,-0.294441890147487,0.049340421126826,0.743236493118242,0.143524804466909,-0.310288887900423,-0.382454847761362,0.858399514196092
18,-0.29548246971742,0.053598173208044,0.751554795529442,0.153249266307752,-0.309746306846821,-0.350445320656548,0.870494092456014
18.1,-0.29664274843399,0.058328342841355,0.760334594796574,0.164408790090319,-0.308099778379858,-0.314186334548058,0.882797385296635
18.2,-0.297931059428656,0.063536256232409,0.769435761207674,0.1771856608439,-0.30486584775204,-0.273519671180494,0.89490169624549
18.3,-0.299247179964257,0.068785119152746,0.778001418113089,0.190642846970094,-0.299934192452325,-0.231870952186907,0.905500219011042
18.4,-0.300595508836832,0.074065824679985,0.785992497489412,0.204827942352201,-0.293110992232846,-0.189446071244231,0.914462490403059
18.5,-0.302097646468172,0.079811960119903,0.793955793542946,0.221064786182653,-0.283375429835554,-0.142876680891466,0.922179472842988
18.6,-0.30376979492105,0.086016665635734,0.801669266842913,0.239611366797601,-0.269934366084542,-0.092378644293579,0.928002164322046
18.7,-0.30563180816234,0.092667573362787,0.808872432677024,0.260750308255249,-0.251887131002078,-0.038367564392962,0.931176717912817
18.8,-0.307840779174032,0.10018705142821,0.815614529582043,0.286334306678742,-0.226616551587317,0.021992393663737,0.930684660874142
18.9,-0.310307345016243,0.108100085823152,0.820988312120627,0.315325332038931,-0.194080300079314,0.083918772984107,0.925127240781777
19,-0.313370415695542,0.117228278118368,0.824790522547251,0.351590194305588,-0.148547186524618,0.152046418281999,0.911701681105939
19.1,-0.316817991224881,0.12662070040797,0.825706562003309,0.39228028281089,-0.092381195424082,0.216649026816487,0.88918226119806
19.2,-0.320361174862007,0.135372733460234,0.823435386118224,0.433481468441583,-0.031390235690796,0.269832842869211,0.859243100949973
19.3,-0.323986677323356,0.14346878601858,0.818221250785871,0.474582519014529,0.032363697629317,0.311044395065213,0.822785153013895
19.4,-0.327276399980726,0.150134889107019,0.81131134150979,0.510682418833889,0.089895059098324,0.337709635733854,0.785540926608019
19.5,-0.330348449048739,0.155830337455491,0.803229389202432,0.543197691012265,0.142348860540691,0.354185715583931,0.747813846661059
19.6,-0.333146266787082,0.160610646135656,0.79465803688831,0.571701755733921,0.188434281212047,0.362755869033176,0.711377398879692
19.7,-0.335616203496288,0.164533519991298,0.786230056555914,0.595925050766291,0.227424267764023,0.365691079598578,0.677806440367173
19.8,-0.338183740173518,0.168337118241003,0.776692803982317,0.620120883136355,0.266001749053656,0.364568442446699,0.641703210659391
19.9,-0.340359414425472,0.171355534484703,0.768043492611526,0.639805414135859,0.296974925025528,0.360593136647567,0.610268396487311
20,-0.342604548064499,0.174285567335109,0.758614984294932,0.659302868694675,0.327168950394197,0.353857549925035,0.577117873220006
20.1,-0.344920996832678,0.177123374809342,0.748390797210158,0.67852392888228,0.356346604172309,0.344375089179682,0.542243647801894
20.2,-0.347041432102205,0.179565340659147,0.738621329549831,0.695297546772552,0.381234023463429,0.333668247487913,0.509791566646901
20.3,-0.348945263131552,0.18163767363745,0.729537544918318,0.709671338988148,0.402061022095577,0.32257300230681,0.480270947812794
20.4,-0.350895229036949,0.18364801818947,0.719945835787657,0.723703873294467,0.421881796637461,0.309903419766711,0.449698036310402
20.5,-0.352892202959045,0.185594566633279,0.709838447336071,0.737334650455404,0.440582435099016,0.295704184462962,0.418071484809863
20.6,-0.35464197129206,0.187210889979155,0.700758654586684,0.748648885109343,0.455634665207038,0.282356304745753,0.390124103147361
20.7,-0.356728562312199,0.189034164045445,0.689673001950712,0.761355624349136,0.471958115282926,0.265465239160887,0.356540821628856
20.8,-0.358556435919655,0.190542151642839,0.67974323437669,0.771769749157178,0.484811235629937,0.249907608312683,0.326918502688781
20.9,-0.36010784274508,0.19175928414603,0.671163058149608,0.780072586316095,0.494669025081364,0.236219183115717,0.301645177702735
21,-0.362003821545762,0.193171429027078,0.660496174931193,0.789538082719801,0.505419496104616,0.218971265369488,0.270614733218616
21.1,-0.363612752742741,0.194307098361543,0.65129489650214,0.796971810151677,0.513437660650902,0.203952723890971,0.24417409540396
21.2,-0.365248340501248,0.195404684941008,0.641806777128404,0.803954915609481,0.520564749656265,0.188386056783106,0.21720849129897
21.3,-0.367246680498195,0.196670592042858,0.630038424682409,0.811687115084695,0.527896151555934,0.169036747553014,0.184163672733299
21.4,-0.368600758502625,0.197482974730084,0.621958711141965,0.816417981058276,0.532019715295423,0.155764085222575,0.161722764311274
21.5,-0.370318225145384,0.198462360387266,0.611593112326801,0.821817427879788,0.536289548406281,0.138791942818129,0.133215735226758
21.6,-0.372063621149452,0.199401028184593,0.600929368162035,0.826605143703616,0.53955260311599,0.121437848296742,0.104210238818167
21.7,-0.37348026092321,0.200122202865743,0.59218180903848,0.829964498096045,0.541422486431162,0.107310762700414,0.080653724622823
21.8,-0.375276731641492,0.20098591839927,0.580974281469328,0.833535564080013,0.542816670655117,0.089387576164953,0.050777817007661
21.9,-0.376734643573751,0.201646277495408,0.571788032995071,0.835859340268255,0.543166109133633,0.074868550183037,0.026541314369086
22,-0.37821116342992,0.20227905934084,0.562404460159834,0.837681128412813,0.542826062061651,0.060217388077348,0.002014850073614
